iteration,day_id,object_type,dimension,rhs_count,factorization_count,minimum_absolute_pivot,pivot_tolerance,numerical_zero_pivot_count,maximum_rhs_relative_residual,initial_maximum_rhs_relative_residual,refinement_enabled,refinement_triggered,refinement_maximum_passes,refinement_passes_applied,refinement_additional_factorization_count,warning_present,warning_continued,blocking_warning_present,solution_finite
6,9,daily_joint,618,15,1,6.2977441829981961e-05,1.0977885267493548e-12,0,7.4172682925477078e-15,7.4172682925477078e-15,true,false,3,0,0,false,false,false,true
6,10,daily_joint,618,15,1,3.8659718812393793e-05,5.4889426337467739e-13,0,1.9731331078157743e-14,1.9731331078157743e-14,true,false,3,0,0,false,false,false,true
6,11,daily_joint,618,15,1,4.10160320383907e-05,1.0977885267493548e-12,0,3.0734477796903816e-14,3.0734477796903816e-14,true,false,3,0,0,false,false,false,true
6,12,daily_joint,618,15,1,4.6409147461268286e-06,1.0977885267493548e-12,0,2.3193710376669673e-13,2.3193710376669673e-13,true,false,3,0,0,false,false,false,true
6,13,daily_joint,618,15,1,5.7564503390911996e-05,5.4889426337467739e-13,0,8.7253410987271229e-15,8.7253410987271229e-15,true,false,3,0,0,false,false,false,true
6,14,daily_joint,617,15,1,5.6761531422027749e-05,1.0960121699099545e-12,0,7.9432754727963975e-15,7.9432754727963975e-15,true,false,3,0,0,false,false,false,true
6,15,daily_joint,618,15,1,2.5236286438258854e-05,1.0977885267493548e-12,0,1.7922954282967662e-14,1.7922954282967662e-14,true,false,3,0,0,false,false,false,true
6,16,daily_joint,617,15,1,8.5865465080955469e-05,5.4800608495497727e-13,0,1.8541999378350427e-15,1.8541999378350427e-15,true,false,3,0,0,false,false,false,true
6,17,daily_joint,618,15,1,5.3400213881087026e-05,1.0977885267493548e-12,0,2.0569365672302508e-14,2.0569365672302508e-14,true,false,3,0,0,false,false,false,true
6,18,daily_joint,618,15,1,6.7103106872588773e-06,1.0977885267493548e-12,0,9.870664691933518e-14,9.870664691933518e-14,true,false,3,0,0,false,false,false,true
6,19,daily_joint,618,15,1,2.3101345465605478e-05,1.0977885267493548e-12,0,1.2757344201483865e-14,1.2757344201483865e-14,true,false,3,0,0,false,false,false,true
6,20,daily_joint,618,15,1,9.4144200663190601e-06,1.0977885267493548e-12,0,6.6528655800073513e-14,6.6528655800073513e-14,true,false,3,0,0,false,false,false,true
6,21,daily_joint,617,15,1,5.3111244563567321e-05,1.0960121699099545e-12,0,3.3819010426366542e-15,3.3819010426366542e-15,true,false,3,0,0,false,false,false,true
6,22,daily_joint,618,15,1,4.3968412898765447e-05,1.0977885267493548e-12,0,8.9030264975016772e-15,8.9030264975016772e-15,true,false,3,0,0,false,false,false,true
6,23,daily_joint,618,15,1,1.3719264686557911e-05,1.0977885267493548e-12,0,2.5851173928540178e-14,2.5851173928540178e-14,true,false,3,0,0,false,false,false,true
6,24,daily_joint,618,15,1,4.0456865267151034e-05,1.0977885267493548e-12,0,5.275372526218003e-14,5.275372526218003e-14,true,false,3,0,0,false,false,false,true
6,25,daily_joint,617,15,1,2.2299982572057657e-05,5.4800608495497727e-13,0,2.2719186942338415e-14,2.2719186942338415e-14,true,false,3,0,0,false,false,false,true
6,26,daily_joint,618,15,1,5.0680800648994555e-05,1.0977885267493548e-12,0,6.8663253300906722e-15,6.8663253300906722e-15,true,false,3,0,0,false,false,false,true
6,27,daily_joint,618,15,1,2.0494329151707477e-05,1.0977885267493548e-12,0,1.566048329072524e-14,1.566048329072524e-14,true,false,3,0,0,false,false,false,true
6,28,daily_joint,618,15,1,4.437640522530572e-05,1.0977885267493548e-12,0,3.6333627167798551e-14,3.6333627167798551e-14,true,false,3,0,0,false,false,false,true
6,29,daily_joint,618,15,1,1.3684989705280537e-05,1.0977885267493548e-12,0,5.9983471114342624e-14,5.9983471114342624e-14,true,false,3,0,0,false,false,false,true
6,30,daily_joint,618,15,1,1.3831660857745836e-05,1.0977885267493548e-12,0,2.0031900492804231e-14,2.0031900492804231e-14,true,false,3,0,0,false,false,false,true
6,NaN,global_core_16,16,1,1,0.61803398874989479,3.5527136788005009e-15,0,1.5215073817786853e-16,1.5215073817786853e-16,true,false,3,0,0,false,false,false,true
7,1,daily_joint,618,15,1,1.1445702814282181e-05,1.0977885267493548e-12,0,3.9091615437190418e-14,3.9091615437190418e-14,true,false,3,0,0,false,false,false,true
7,2,daily_joint,618,15,1,1.9729147187284794e-05,1.0977885267493548e-12,0,1.3124774615868469e-14,1.3124774615868469e-14,true,false,3,0,0,false,false,false,true
7,3,daily_joint,618,15,1,2.5745090018170393e-05,1.0977885267493548e-12,0,8.6825782609041958e-15,8.6825782609041958e-15,true,false,3,0,0,false,false,false,true
7,4,daily_joint,618,15,1,3.1836018843927901e-05,1.0977885267493548e-12,0,1.0958875607974359e-14,1.0958875607974359e-14,true,false,3,0,0,false,false,false,true
7,5,daily_joint,618,15,1,2.4867385755815319e-05,1.0977885267493548e-12,0,6.8436518836655766e-15,6.8436518836655766e-15,true,false,3,0,0,false,false,false,true
7,6,daily_joint,618,15,1,2.8606186870536206e-05,1.0977885267493548e-12,0,2.9980563591605291e-14,2.9980563591605291e-14,true,false,3,0,0,false,false,false,true
7,7,daily_joint,618,15,1,2.7345861349360757e-05,5.4889426337467739e-13,0,2.4515810205005641e-14,2.4515810205005641e-14,true,false,3,0,0,false,false,false,true
7,8,daily_joint,618,15,1,6.4934847925887401e-06,1.0977885267493548e-12,0,1.8271539522384271e-13,1.8271539522384271e-13,true,false,3,0,0,false,false,false,true
7,9,daily_joint,618,15,1,4.470858178481369e-05,1.0977885267493548e-12,0,6.1212258686592783e-15,6.1212258686592783e-15,true,false,3,0,0,false,false,false,true
7,10,daily_joint,618,15,1,2.9496283986213167e-05,1.0977885267493548e-12,0,1.1553258542596511e-14,1.1553258542596511e-14,true,false,3,0,0,false,false,false,true
7,11,daily_joint,618,15,1,2.0327505573106309e-05,1.0977885267493548e-12,0,5.1225719407823305e-14,5.1225719407823305e-14,true,false,3,0,0,false,false,false,true
7,12,daily_joint,618,15,1,1.8207266898386798e-05,1.0977885267493548e-12,0,3.3060195749807181e-14,3.3060195749807181e-14,true,false,3,0,0,false,false,false,true
7,13,daily_joint,618,15,1,4.650697199760841e-05,5.4889426337467739e-13,0,5.1985083556428298e-15,5.1985083556428298e-15,true,false,3,0,0,false,false,false,true
7,14,daily_joint,617,15,1,5.184526906531063e-05,1.0960121699099545e-12,0,6.0699797840904419e-15,6.0699797840904419e-15,true,false,3,0,0,false,false,false,true
7,15,daily_joint,618,15,1,4.9964180225554795e-05,1.0977885267493548e-12,0,1.2631077546514381e-14,1.2631077546514381e-14,true,false,3,0,0,false,false,false,true
7,16,daily_joint,617,15,1,6.0400782766318355e-05,5.4800608495497727e-13,0,1.3834028874279991e-15,1.3834028874279991e-15,true,false,3,0,0,false,false,false,true
7,17,daily_joint,618,15,1,3.4564588416919474e-05,5.4889426337467739e-13,0,1.5864927754135757e-14,1.5864927754135757e-14,true,false,3,0,0,false,false,false,true
7,18,daily_joint,618,15,1,2.6288517724770437e-05,1.0977885267493548e-12,0,2.2133674964257685e-14,2.2133674964257685e-14,true,false,3,0,0,false,false,false,true
7,19,daily_joint,618,15,1,2.739561486422975e-05,1.0977885267493548e-12,0,6.2226597615093284e-15,6.2226597615093284e-15,true,false,3,0,0,false,false,false,true
7,20,daily_joint,618,15,1,2.4731690532707621e-05,1.0977885267493548e-12,0,1.7119995590947226e-14,1.7119995590947226e-14,true,false,3,0,0,false,false,false,true
7,21,daily_joint,617,15,1,4.2175404201886143e-05,5.4800608495497727e-13,0,2.465067477324445e-15,2.465067477324445e-15,true,false,3,0,0,false,false,false,true
7,22,daily_joint,618,15,1,4.5537399320439949e-05,1.0977885267493548e-12,0,7.4458064166544031e-15,7.4458064166544031e-15,true,false,3,0,0,false,false,false,true
7,23,daily_joint,618,15,1,2.5624796275456251e-05,1.0977885267493548e-12,0,8.8005947620042633e-15,8.8005947620042633e-15,true,false,3,0,0,false,false,false,true
7,24,daily_joint,618,15,1,4.9670183735996209e-05,1.0977885267493548e-12,0,1.8892643687804011e-14,1.8892643687804011e-14,true,false,3,0,0,false,false,false,true
7,25,daily_joint,617,15,1,2.5619217108741527e-05,1.0960121699099545e-12,0,8.538010720089497e-15,8.538010720089497e-15,true,false,3,0,0,false,false,false,true
7,26,daily_joint,618,15,1,3.8231281844891379e-05,1.0977885267493548e-12,0,7.5708166611131877e-15,7.5708166611131877e-15,true,false,3,0,0,false,false,false,true
7,27,daily_joint,618,15,1,2.3864553495787371e-05,1.0977885267493548e-12,0,6.1504319154388596e-15,6.1504319154388596e-15,true,false,3,0,0,false,false,false,true
7,28,daily_joint,618,15,1,2.3227783452636292e-05,1.0977885267493548e-12,0,5.8116428254863877e-14,5.8116428254863877e-14,true,false,3,0,0,false,false,false,true
7,29,daily_joint,618,15,1,2.3487084577273103e-05,1.0977885267493548e-12,0,1.807605203905658e-14,1.807605203905658e-14,true,false,3,0,0,false,false,false,true
7,30,daily_joint,618,15,1,2.1903483341507348e-05,1.0977885267493548e-12,0,8.5824588184930852e-15,8.5824588184930852e-15,true,false,3,0,0,false,false,false,true
7,NaN,global_core_16,16,1,1,0.61803398874989479,3.5527136788005009e-15,0,2.2534977284295037e-16,2.2534977284295037e-16,true,false,3,0,0,false,false,false,true
8,1,daily_joint,618,15,1,2.6734895069086996e-05,1.0977885267493548e-12,0,7.4792244602194904e-15,7.4792244602194904e-15,true,false,3,0,0,false,false,false,true
8,2,daily_joint,618,15,1,3.231415739473743e-05,1.0977885267493548e-12,0,2.5696838282232136e-15,2.5696838282232136e-15,true,false,3,0,0,false,false,false,true
8,3,daily_joint,618,15,1,3.574388746642826e-05,1.0977885267493548e-12,0,5.9449840087080706e-15,5.9449840087080706e-15,true,false,3,0,0,false,false,false,true
8,4,daily_joint,618,15,1,4.8766340755565217e-05,1.0977885267493548e-12,0,2.9697565122417658e-15,2.9697565122417658e-15,true,false,3,0,0,false,false,false,true
8,5,daily_joint,618,15,1,3.6289055805436855e-05,1.0977885267493548e-12,0,2.7903636302286273e-15,2.7903636302286273e-15,true,false,3,0,0,false,false,false,true
8,6,daily_joint,618,15,1,4.0605011493372817e-05,1.0977885267493548e-12,0,9.4528428215824813e-15,9.4528428215824813e-15,true,false,3,0,0,false,false,false,true
8,7,daily_joint,618,15,1,3.4394806517753017e-05,1.0977885267493548e-12,0,8.501729934097638e-15,8.501729934097638e-15,true,false,3,0,0,false,false,false,true
8,8,daily_joint,618,15,1,2.2423243185521235e-05,1.0977885267493548e-12,0,2.0557486452074196e-14,2.0557486452074196e-14,true,false,3,0,0,false,false,false,true
8,9,daily_joint,618,15,1,5.0528691607975813e-05,1.0977885267493548e-12,0,3.5078140400249017e-15,3.5078140400249017e-15,true,false,3,0,0,false,false,false,true
8,10,daily_joint,618,15,1,3.8894868942323468e-05,1.0977885267493548e-12,0,4.4724191361729837e-15,4.4724191361729837e-15,true,false,3,0,0,false,false,false,true
8,11,daily_joint,618,15,1,2.0714687541471013e-05,1.0977885267493548e-12,0,1.8496167173110599e-14,1.8496167173110599e-14,true,false,3,0,0,false,false,false,true
8,12,daily_joint,618,15,1,2.9094760563729346e-05,1.0977885267493548e-12,0,4.7908261338023897e-15,4.7908261338023897e-15,true,false,3,0,0,false,false,false,true
8,13,daily_joint,618,15,1,4.85278613852097e-05,5.4889426337467739e-13,0,3.0823057606088923e-15,3.0823057606088923e-15,true,false,3,0,0,false,false,false,true
8,14,daily_joint,617,15,1,5.3751474253093957e-05,5.4800608495497727e-13,0,2.8896252544065956e-15,2.8896252544065956e-15,true,false,3,0,0,false,false,false,true
8,15,daily_joint,618,15,1,5.1879492428651616e-05,1.0977885267493548e-12,0,3.177402249808274e-15,3.177402249808274e-15,true,false,3,0,0,false,false,false,true
8,16,daily_joint,617,15,1,6.2957116931912057e-05,5.4800608495497727e-13,0,3.4598346950867353e-15,3.4598346950867353e-15,true,false,3,0,0,false,false,false,true
8,17,daily_joint,618,15,1,3.2023598355576182e-05,1.0977885267493548e-12,0,5.9577341705748034e-15,5.9577341705748034e-15,true,false,3,0,0,false,false,false,true
8,18,daily_joint,618,15,1,4.5597831033051799e-05,1.0977885267493548e-12,0,4.4940076839330391e-15,4.4940076839330391e-15,true,false,3,0,0,false,false,false,true
8,19,daily_joint,618,15,1,3.6212434616283533e-05,1.0977885267493548e-12,0,2.3388303185109151e-15,2.3388303185109151e-15,true,false,3,0,0,false,false,false,true
8,20,daily_joint,618,15,1,4.8322432364733482e-05,1.0977885267493548e-12,0,2.7180322886924063e-15,2.7180322886924063e-15,true,false,3,0,0,false,false,false,true
8,21,daily_joint,617,15,1,5.0491055276262051e-05,5.4800608495497727e-13,0,2.3991333746574247e-15,2.3991333746574247e-15,true,false,3,0,0,false,false,false,true
8,22,daily_joint,618,15,1,4.9164849394348834e-05,1.0977885267493548e-12,0,3.2254082830756787e-15,3.2254082830756787e-15,true,false,3,0,0,false,false,false,true
8,23,daily_joint,618,15,1,3.853523095115195e-05,1.0977885267493548e-12,0,2.2332695786016373e-15,2.2332695786016373e-15,true,false,3,0,0,false,false,false,true
8,24,daily_joint,618,15,1,3.4909838242235085e-05,1.0977885267493548e-12,0,1.5861243851315388e-14,1.5861243851315388e-14,true,false,3,0,0,false,false,false,true
8,25,daily_joint,617,15,1,4.2206884474123792e-05,1.0960121699099545e-12,0,2.5696429866332193e-15,2.5696429866332193e-15,true,false,3,0,0,false,false,false,true
8,26,daily_joint,618,15,1,4.7112636144831892e-05,1.0977885267493548e-12,0,2.101378840300237e-15,2.101378840300237e-15,true,false,3,0,0,false,false,false,true
8,27,daily_joint,618,15,1,3.3251959173578607e-05,1.0977885267493548e-12,0,1.5018159153308348e-15,1.5018159153308348e-15,true,false,3,0,0,false,false,false,true
8,28,daily_joint,618,15,1,2.0306830332951933e-05,1.0977885267493548e-12,0,1.3757406662881932e-14,1.3757406662881932e-14,true,false,3,0,0,false,false,false,true
8,29,daily_joint,618,15,1,4.0907202123881007e-05,1.0977885267493548e-12,0,6.0988989534038614e-15,6.0988989534038614e-15,true,false,3,0,0,false,false,false,true
8,30,daily_joint,618,15,1,3.5549666028216554e-05,1.0977885267493548e-12,0,1.7380682348141233e-15,1.7380682348141233e-15,true,false,3,0,0,false,false,false,true
8,NaN,global_core_16,16,1,1,0.61803398874989501,3.5527136788005009e-15,0,1.9523506028886119e-16,1.9523506028886119e-16,true,false,3,0,0,false,false,false,true
9,1,daily_joint,618,15,1,9.070407745874797e-05,1.0977885267493548e-12,0,2.1814269132376013e-12,2.1814269132376013e-12,true,false,3,0,0,false,false,false,true
9,2,daily_joint,618,15,1,0.0001004403309519946,1.0977885267493548e-12,0,2.2258756365311757e-12,2.2258756365311757e-12,true,false,3,0,0,false,false,false,true
9,3,daily_joint,618,15,1,0.00011090209604314349,1.0977885267493548e-12,0,2.2962604236027974e-12,2.2962604236027974e-12,true,false,3,0,0,false,false,false,true
9,4,daily_joint,618,15,1,0.0001335865698380976,1.0977885267493548e-12,0,2.1596496063031629e-12,2.1596496063031629e-12,true,false,3,0,0,false,false,false,true
9,5,daily_joint,618,15,1,0.00011091100402943814,1.0977885267493548e-12,0,1.7657866681449973e-12,1.7657866681449973e-12,true,false,3,0,0,false,false,false,true
9,6,daily_joint,618,15,1,0.00010920565013072799,1.0977885267493548e-12,0,2.2099187270740019e-12,2.2099187270740019e-12,true,false,3,0,0,false,false,false,true
9,7,daily_joint,618,15,1,0.00010309577119091592,1.0977885267493548e-12,0,1.7337859611082229e-12,1.7337859611082229e-12,true,false,3,0,0,false,false,false,true
9,8,daily_joint,618,15,1,0.00014855027784692771,1.0977885267493548e-12,0,1.6649804916915355e-12,1.6649804916915355e-12,true,false,3,0,0,false,false,false,true
9,9,daily_joint,618,15,1,0.00014264065562538192,1.0977885267493548e-12,0,2.6718215494238815e-12,2.6718215494238815e-12,true,false,3,0,0,false,false,false,true
9,10,daily_joint,618,15,1,0.00013970269963181674,1.0977885267493548e-12,0,2.6259699748779633e-12,2.6259699748779633e-12,true,false,3,0,0,false,false,false,true
9,11,daily_joint,618,15,1,9.6069955698578724e-05,1.0977885267493548e-12,0,1.8729664769864482e-12,1.8729664769864482e-12,true,false,3,0,0,false,false,false,true
9,12,daily_joint,618,15,1,0.00011090377724421654,1.0977885267493548e-12,0,1.2313844795014673e-12,1.2313844795014673e-12,true,false,3,0,0,false,false,false,true
9,13,daily_joint,618,15,1,0.0001340190884201941,5.4889426337467739e-13,0,2.6354750453251811e-12,2.6354750453251811e-12,true,false,3,0,0,false,false,false,true
9,14,daily_joint,617,15,1,0.0001483607694011466,1.0960121699099545e-12,0,3.7317178210631689e-12,3.7317178210631689e-12,true,false,3,0,0,false,false,false,true
9,15,daily_joint,618,15,1,0.00022038488802112976,1.0977885267493548e-12,0,1.8736362427254162e-12,1.8736362427254162e-12,true,false,3,0,0,false,false,false,true
9,16,daily_joint,617,15,1,0.00017224593321897913,5.4800608495497727e-13,0,1.6431359672697535e-12,1.6431359672697535e-12,true,false,3,0,0,false,false,false,true
9,17,daily_joint,618,15,1,0.00011106348611895016,1.0977885267493548e-12,0,2.1481109648946046e-12,2.1481109648946046e-12,true,false,3,0,0,false,false,false,true
9,18,daily_joint,618,15,1,0.00015698030088532005,1.0977885267493548e-12,0,2.4446030315317223e-12,2.4446030315317223e-12,true,false,3,0,0,false,false,false,true
9,19,daily_joint,618,15,1,0.00010441202881040583,1.0977885267493548e-12,0,1.3970709253380393e-12,1.3970709253380393e-12,true,false,3,0,0,false,false,false,true
9,20,daily_joint,618,15,1,0.00015802883243491036,1.0977885267493548e-12,0,2.2703473117023115e-12,2.2703473117023115e-12,true,false,3,0,0,false,false,false,true
9,21,daily_joint,617,15,1,0.00013667559383836108,5.4800608495497727e-13,0,1.8990321298225945e-12,1.8990321298225945e-12,true,false,3,0,0,false,false,false,true
9,22,daily_joint,618,15,1,0.00013805290640195181,1.0977885267493548e-12,0,2.7572149244954725e-12,2.7572149244954725e-12,true,false,3,0,0,false,false,false,true
9,23,daily_joint,618,15,1,0.00010989853596308112,1.0977885267493548e-12,0,1.8101969861171212e-12,1.8101969861171212e-12,true,false,3,0,0,false,false,false,true
9,24,daily_joint,618,15,1,0.00016568276045942265,1.0977885267493548e-12,0,3.3880963920069937e-12,3.3880963920069937e-12,true,false,3,0,0,false,false,false,true
9,25,daily_joint,617,15,1,0.00011240218020670938,1.0960121699099545e-12,0,1.4953873706668746e-12,1.4953873706668746e-12,true,false,3,0,0,false,false,false,true
9,26,daily_joint,618,15,1,0.00013179998634149786,1.0977885267493548e-12,0,2.0335861127448865e-12,2.0335861127448865e-12,true,false,3,0,0,false,false,false,true
9,27,daily_joint,618,15,1,0.00011196073565907519,1.0977885267493548e-12,0,1.8254856128494459e-12,1.8254856128494459e-12,true,false,3,0,0,false,false,false,true
9,28,daily_joint,618,15,1,7.6661695497921641e-05,1.0977885267493548e-12,0,1.2442047415872363e-12,1.2442047415872363e-12,true,false,3,0,0,false,false,false,true
9,29,daily_joint,618,15,1,0.00012209603574590087,1.0977885267493548e-12,0,1.9629433414036451e-12,1.9629433414036451e-12,true,false,3,0,0,false,false,false,true
9,30,daily_joint,618,15,1,0.00010690913335261185,1.0977885267493548e-12,0,1.5244189391007779e-12,1.5244189391007779e-12,true,false,3,0,0,false,false,false,true
9,NaN,global_core_16,16,1,1,0.51586368247060177,7.1054273576010019e-15,0,3.4550232440013239e-16,3.4550232440013239e-16,true,false,3,0,0,false,false,false,true
10,1,daily_joint,618,15,1,0.00018036876372964724,1.0977885267493548e-12,0,5.3056781214860998e-12,5.3056781214860998e-12,true,false,3,0,0,false,false,false,true
10,2,daily_joint,618,15,1,0.00018784271633822959,1.0977885267493548e-12,0,2.4526003181083387e-12,2.4526003181083387e-12,true,false,3,0,0,false,false,false,true
10,3,daily_joint,618,15,1,0.00019302639543683319,1.0977885267493548e-12,0,3.7900638256060838e-12,3.7900638256060838e-12,true,false,3,0,0,false,false,false,true
10,4,daily_joint,618,15,1,0.00026453618592414484,1.0977885267493548e-12,0,2.7408287677873428e-12,2.7408287677873428e-12,true,false,3,0,0,false,false,false,true
10,5,daily_joint,618,15,1,0.00020078646369908466,1.0977885267493548e-12,0,3.2660961397460896e-12,3.2660961397460896e-12,true,false,3,0,0,false,false,false,true
10,6,daily_joint,618,15,1,0.00026680992651073842,1.0977885267493548e-12,0,3.6518108376377632e-12,3.6518108376377632e-12,true,false,3,0,0,false,false,false,true
10,7,daily_joint,618,15,1,0.00019887738715941786,1.0977885267493548e-12,0,2.6674790315843376e-12,2.6674790315843376e-12,true,false,3,0,0,false,false,false,true
10,8,daily_joint,618,15,1,0.00031550892134157756,1.0977885267493548e-12,0,2.6941688755397129e-12,2.6941688755397129e-12,true,false,3,0,0,false,false,false,true
10,9,daily_joint,618,15,1,0.00025709985834568175,1.0977885267493548e-12,0,2.0741882340278903e-12,2.0741882340278903e-12,true,false,3,0,0,false,false,false,true
10,10,daily_joint,618,15,1,0.00027285018522472341,1.0977885267493548e-12,0,2.6161881794346455e-12,2.6161881794346455e-12,true,false,3,0,0,false,false,false,true
10,11,daily_joint,618,15,1,0.00019634410350914661,1.0977885267493548e-12,0,3.5685273093689853e-12,3.5685273093689853e-12,true,false,3,0,0,false,false,false,true
10,12,daily_joint,618,15,1,0.00021564016107485714,1.0977885267493548e-12,0,2.6185627333848109e-12,2.6185627333848109e-12,true,false,3,0,0,false,false,false,true
10,13,daily_joint,618,15,1,0.00023057902061231864,5.4889426337467739e-13,0,1.9527465903074524e-12,1.9527465903074524e-12,true,false,3,0,0,false,false,false,true
10,14,daily_joint,617,15,1,0.00026396962274691368,1.0960121699099545e-12,0,2.6827879329711758e-12,2.6827879329711758e-12,true,false,3,0,0,false,false,false,true
10,15,daily_joint,618,15,1,0.00040949383455201802,1.0977885267493548e-12,0,3.0062188057998368e-12,3.0062188057998368e-12,true,false,3,0,0,false,false,false,true
10,16,daily_joint,617,15,1,0.00029585922883683716,5.4800608495497727e-13,0,2.0440819718544145e-12,2.0440819718544145e-12,true,false,3,0,0,false,false,false,true
10,17,daily_joint,618,15,1,0.00021249636546096884,1.0977885267493548e-12,0,2.5827971211972227e-12,2.5827971211972227e-12,true,false,3,0,0,false,false,false,true
10,18,daily_joint,618,15,1,0.00030831481450275123,1.0977885267493548e-12,0,3.4858718382969799e-12,3.4858718382969799e-12,true,false,3,0,0,false,false,false,true
10,19,daily_joint,618,15,1,0.00017337857194554807,1.0977885267493548e-12,0,2.0712938697928257e-12,2.0712938697928257e-12,true,false,3,0,0,false,false,false,true
10,20,daily_joint,618,15,1,0.00031115324534232013,1.0977885267493548e-12,0,2.5405575993932352e-12,2.5405575993932352e-12,true,false,3,0,0,false,false,false,true
10,21,daily_joint,617,15,1,0.00024096498768993069,5.4800608495497727e-13,0,2.1050439710760021e-12,2.1050439710760021e-12,true,false,3,0,0,false,false,false,true
10,22,daily_joint,618,15,1,0.00024759875304936388,1.0977885267493548e-12,0,1.98455449200683e-12,1.98455449200683e-12,true,false,3,0,0,false,false,false,true
10,23,daily_joint,618,15,1,0.00019971583110957062,1.0977885267493548e-12,0,2.7194086875254856e-12,2.7194086875254856e-12,true,false,3,0,0,false,false,false,true
10,24,daily_joint,618,15,1,0.00033926686694941857,1.0977885267493548e-12,0,4.1820683204643211e-12,4.1820683204643211e-12,true,false,3,0,0,false,false,false,true
10,25,daily_joint,617,15,1,0.00019318443910915778,1.0960121699099545e-12,0,2.3955949718174859e-12,2.3955949718174859e-12,true,false,3,0,0,false,false,false,true
10,26,daily_joint,618,15,1,0.00023434522252722189,1.0977885267493548e-12,0,2.1951011592102066e-12,2.1951011592102066e-12,true,false,3,0,0,false,false,false,true
10,27,daily_joint,618,15,1,0.00021149116055969503,1.0977885267493548e-12,0,2.0964263684054739e-12,2.0964263684054739e-12,true,false,3,0,0,false,false,false,true
10,28,daily_joint,618,15,1,0.00015735191380054916,1.0977885267493548e-12,0,2.3039664733653545e-12,2.3039664733653545e-12,true,false,3,0,0,false,false,false,true
10,29,daily_joint,618,15,1,0.00022286151030317795,1.0977885267493548e-12,0,3.3157644215468947e-12,3.3157644215468947e-12,true,false,3,0,0,false,false,false,true
10,30,daily_joint,618,15,1,0.00019681557209770794,1.0977885267493548e-12,0,2.5374792362403883e-12,2.5374792362403883e-12,true,false,3,0,0,false,false,false,true
10,NaN,global_core_16,16,1,1,0.61803398874989479,3.5527136788005009e-15,0,3.5003059861958308e-16,3.5003059861958308e-16,true,false,3,0,0,false,false,false,true
11,1,daily_joint,618,15,1,0.0001747934391613987,1.0977885267493548e-12,0,2.678637096239634e-12,2.678637096239634e-12,true,false,3,0,0,false,false,false,true
11,2,daily_joint,618,15,1,0.00019580688092577821,1.0977885267493548e-12,0,2.8359777923976816e-12,2.8359777923976816e-12,true,false,3,0,0,false,false,false,true
11,3,daily_joint,618,15,1,0.00020532827831887279,1.0977885267493548e-12,0,3.8799173629582734e-12,3.8799173629582734e-12,true,false,3,0,0,false,false,false,true
11,4,daily_joint,618,15,1,0.00023748478051659506,1.0977885267493548e-12,0,2.6681238836288327e-12,2.6681238836288327e-12,true,false,3,0,0,false,false,false,true
11,5,daily_joint,618,15,1,0.00021550486579102743,1.0977885267493548e-12,0,2.1427527913485749e-12,2.1427527913485749e-12,true,false,3,0,0,false,false,false,true
11,6,daily_joint,618,15,1,0.00029055247356639066,1.0977885267493548e-12,0,2.7475616481414829e-12,2.7475616481414829e-12,true,false,3,0,0,false,false,false,true
11,7,daily_joint,618,15,1,0.00021609219583745468,1.0977885267493548e-12,0,2.7126015300421837e-12,2.7126015300421837e-12,true,false,3,0,0,false,false,false,true
11,8,daily_joint,618,15,1,0.00034970421114831031,1.0977885267493548e-12,0,3.2647391077029377e-12,3.2647391077029377e-12,true,false,3,0,0,false,false,false,true
11,9,daily_joint,618,15,1,0.00027694423184927502,1.0977885267493548e-12,0,2.8607427609252268e-12,2.8607427609252268e-12,true,false,3,0,0,false,false,false,true
11,10,daily_joint,618,15,1,0.00029479482316615001,1.0977885267493548e-12,0,2.6859994280200309e-12,2.6859994280200309e-12,true,false,3,0,0,false,false,false,true
11,11,daily_joint,618,15,1,0.00021517210374026786,1.0977885267493548e-12,0,2.7452981371071487e-12,2.7452981371071487e-12,true,false,3,0,0,false,false,false,true
11,12,daily_joint,618,15,1,0.00020875029280402908,1.0977885267493548e-12,0,1.8856546475840316e-12,1.8856546475840316e-12,true,false,3,0,0,false,false,false,true
11,13,daily_joint,618,15,1,0.00024186608007592962,5.4889426337467739e-13,0,2.3909964673769601e-12,2.3909964673769601e-12,true,false,3,0,0,false,false,false,true
11,14,daily_joint,617,15,1,0.00027927183631564845,5.4800608495497727e-13,0,2.8908406505221471e-12,2.8908406505221471e-12,true,false,3,0,0,false,false,false,true
11,15,daily_joint,618,15,1,0.00041322276883979108,1.0977885267493548e-12,0,2.6543851768763324e-12,2.6543851768763324e-12,true,false,3,0,0,false,false,false,true
11,16,daily_joint,617,15,1,0.00031611212615122311,5.4800608495497727e-13,0,1.7586403753600611e-12,1.7586403753600611e-12,true,false,3,0,0,false,false,false,true
11,17,daily_joint,618,15,1,0.00022958140539236526,1.0977885267493548e-12,0,2.736356336095626e-12,2.736356336095626e-12,true,false,3,0,0,false,false,false,true
11,18,daily_joint,618,15,1,0.00031696118092928039,1.0977885267493548e-12,0,3.6247075695385101e-12,3.6247075695385101e-12,true,false,3,0,0,false,false,false,true
11,19,daily_joint,618,15,1,0.00017739458962729015,1.0977885267493548e-12,0,2.1518174763742202e-12,2.1518174763742202e-12,true,false,3,0,0,false,false,false,true
