iteration,day_id,object_type,dimension,rhs_count,factorization_count,minimum_absolute_pivot,pivot_tolerance,numerical_zero_pivot_count,maximum_rhs_relative_residual,local_residual_target_met,warning_identifier,warning_present,warning_continued,blocking_warning_present,solution_finite,final_kkt_gate_applies,full_kkt_direction_consumed
26,16,daily_joint,617,15,1,0.0097327795847987116,5.4800608495497727e-13,0,1.4085763474546899e-12,true,,false,false,false,true,true,false
26,17,daily_joint,618,15,1,1.7702420253784589e-05,1.0977885267493548e-12,0,3.2332586852904815e-13,true,,false,false,false,true,true,false
26,18,daily_joint,618,15,1,4.0443972301207685e-05,1.0977885267493548e-12,0,2.8668889552715525e-12,true,,false,false,false,true,true,false
26,19,daily_joint,618,15,1,0.00024109419457073739,1.0977885267493548e-12,0,1.9085858119785342e-12,true,,false,false,false,true,true,false
26,20,daily_joint,618,15,1,0.00069505029710142041,1.0977885267493548e-12,0,2.2476592935397745e-12,true,,false,false,false,true,true,false
26,NaN,global_core_16,16,1,1,0.0064773491571301633,7.1054273576010019e-15,0,1.6972142419558758e-16,true,,false,false,false,true,true,false
27,14,daily_joint,617,15,1,0.0024213523191197552,1.0960121699099545e-12,0,1.9095936233767294e-12,true,,false,false,false,true,true,false
27,15,daily_joint,618,15,1,0.0018701488527618148,1.0977885267493548e-12,0,2.3624862962158364e-12,true,,false,false,false,true,true,false
27,16,daily_joint,617,15,1,0.021045594665282458,5.4800608495497727e-13,0,1.2685387625090587e-12,true,,false,false,false,true,true,false
27,17,daily_joint,618,15,1,7.2706292792108531e-07,1.0977885267493548e-12,0,2.8994704841037334e-13,true,,false,false,false,true,true,false
27,18,daily_joint,618,15,1,7.914841544830802e-05,1.0977885267493548e-12,0,1.6432608175286291e-12,true,,false,false,false,true,true,false
27,19,daily_joint,618,15,1,0.00049147949104067174,1.0977885267493548e-12,0,1.250049187658263e-12,true,,false,false,false,true,true,false
27,20,daily_joint,618,15,1,0.0013444788043142442,1.0977885267493548e-12,0,2.0128509147292267e-12,true,,false,false,false,true,true,false
27,NaN,global_core_16,16,1,1,0.00021016463690387566,3.5527136788005009e-15,0,7.9725911040736937e-15,true,,false,false,false,true,true,false
28,14,daily_joint,617,15,1,0.0032879229738450467,1.0960121699099545e-12,0,1.89283632584128e-12,true,,false,false,false,true,true,false
28,15,daily_joint,618,15,1,0.0025194997955180153,1.0977885267493548e-12,0,2.407490331771883e-12,true,,false,false,false,true,true,false
28,16,daily_joint,617,15,1,0.029635902586163436,5.4800608495497727e-13,0,1.1559188730035155e-12,true,,false,false,false,true,true,false
28,17,daily_joint,618,15,1,7.7405863924263113e-08,1.0977885267493548e-12,0,3.732993492567649e-13,true,,false,false,false,true,true,false
28,18,daily_joint,618,15,1,0.00017530571986902816,1.0977885267493548e-12,0,1.3730495484821789e-12,true,,false,false,false,true,true,false
28,19,daily_joint,618,15,1,0.00066613594489458412,1.0977885267493548e-12,0,1.4907650792987445e-12,true,,false,false,false,true,true,false
28,20,daily_joint,618,15,1,0.0019266019640913814,1.0977885267493548e-12,0,1.6815516268992444e-12,true,,false,false,false,true,true,false
28,NaN,global_core_16,16,1,1,0.023782346082154043,3.5527136788005009e-15,0,2.606091400500877e-16,true,,false,false,false,true,true,false
29,14,daily_joint,617,15,1,0.0040758911964206088,1.0960121699099545e-12,0,1.9726614606433287e-12,true,,false,false,false,true,true,false
29,15,daily_joint,618,15,1,0.0031562748524209725,1.0977885267493548e-12,0,1.8964454160747529e-12,true,,false,false,false,true,true,false
29,16,daily_joint,617,15,1,0.037267638333429748,5.4800608495497727e-13,0,1.2347209043145748e-12,true,,false,false,false,true,true,false
29,17,daily_joint,618,15,1,7.9283968606853801e-09,1.0977885267493548e-12,0,1.7900875442488923e-11,true,,false,false,false,true,true,false
29,18,daily_joint,618,15,1,0.00027108838156862045,1.0977885267493548e-12,0,1.4335659966763582e-12,true,,false,false,false,true,true,false
29,19,daily_joint,618,15,1,0.00080985155793214005,1.0977885267493548e-12,0,1.5583631310542266e-12,true,,false,false,false,true,true,false
29,20,daily_joint,618,15,1,0.0024060458635073584,1.0977885267493548e-12,0,1.5696074293264728e-12,true,,false,false,false,true,true,false
29,NaN,global_core_16,16,1,1,0.00094132491301209638,3.5527136788005009e-15,0,1.7668591742798394e-15,true,,false,false,false,true,true,false
30,14,daily_joint,617,15,1,0.0047531545211784241,1.0960121699099545e-12,0,1.6040196732249904e-12,true,,false,false,false,true,true,false
30,15,daily_joint,618,15,1,0.0036803597092672576,1.0977885267493548e-12,0,2.5246298125060106e-12,true,,false,false,false,true,true,false
30,16,daily_joint,617,15,1,0.043846056823781031,1.0960121699099545e-12,0,1.4425331761680916e-12,true,,false,false,false,true,true,false
30,17,daily_joint,618,15,1,7.9641585969763311e-10,1.0977885267493548e-12,0,2.5193773705544694e-10,false,,false,false,false,true,true,false
30,18,daily_joint,618,15,1,0.00036520088589132887,1.0977885267493548e-12,0,1.9498933876832959e-12,true,,false,false,false,true,true,false
30,19,daily_joint,618,15,1,0.00093565320176913769,1.0977885267493548e-12,0,1.6262469435307246e-12,true,,false,false,false,true,true,false
30,20,daily_joint,618,15,1,0.00282488022490488,1.0977885267493548e-12,0,2.2871808905136121e-12,true,,false,false,false,true,true,false
30,NaN,global_core_16,16,1,1,0.00093926827564740588,3.5527136788005009e-15,0,2.3462207988387935e-15,true,,false,false,false,true,true,false
